sample	samples	cg02855142	cg06587969	cg05479194	cg18311066	cg21050342	cg02045224	cg15206330	cg13169780	cg02166782	cg17461511	cg26539663	cg12373934	cg25896754	cg14351634	cg16203911	cg00807143	cg05348746	cg04009932	cg02690969	cg22175811	cg08119584	cg02842899	cg07991600	cg25053252	cg06317056	cg06365412	cg13468400	cg12041075	cg18198734	cg02087342	cg10792831	cg16397722	cg22949073
TCGA-DK-A3WY-01	TCGA-DK-A3WY-01	0.03309	0.03158	0.03186	0.02077	0.02921	0.03493	0.03239	0.03847	0.05641	0.0216	0.1341	0.05724	0.02432	0.01975	0.02744	0.05738	0.03878	0.03794	0.03208	0.03308	0.02463	0.03206	0.02225	0.02129	0.03321	0.8773	0.8568	0.851	0.8953	0.9229	0.9525	0.9245	0.8912
TCGA-BJ-A45H-01	TCGA-BJ-A45H-01	0.03309	0.02851	0.02993	0.01967	0.03396	0.03447	0.04032	0.03924	0.04889	0.02134	0.06987	0.04649	0.02816	0.0192	0.03078	0.05688	0.03321	0.03332	0.0192	0.02742	0.02895	0.02505	0.02151	0.02302	0.03108	0.8898	0.8473	0.827	0.8922	0.8004	0.9619	0.9482	0.9358
TCGA-85-8582-01	TCGA-85-8582-01	0.03309	0.0283	0.03728	0.02266	0.02503	0.03366	0.04091	0.03977	0.05381	0.02152	0.1154	0.05819	0.02287	0.01632	0.03261	0.04758	0.03304	0.03462	0.02574	0.02991	0.04423	0.02719	0.02164	0.02482	0.02979	0.8971	0.816	0.811	0.8369	0.7626	0.9477	0.941	0.8733
TCGA-DJ-A2PW-01	TCGA-DJ-A2PW-01	0.03309	0.02809	0.04293	0.02366	0.03573	0.04296	0.06422	0.03685	0.03936	0.01988	0.1428	0.05543	0.0221	0.01404	0.02847	0.08919	0.03381	0.04951	0.01993	0.03977	0.06322	0.02514	0.06148	0.02199	0.02297	0.8974	0.8426	0.852	0.9036	0.647	0.9535	0.9474	0.8411
TCGA-DH-5144-01	TCGA-DH-5144-01	0.03308	0.04165	0.04793	0.01775	0.03426	0.02014	0.03997	0.02904	0.04766	0.01909	0.09888	0.04127	0.02784	0.01737	0.02211	0.1017	0.02739	0.03699	0.02165	0.08048	0.04387	0.02197	0.05627	0.02026	0.02276	0.8705	0.8403	0.8733	0.7506	0.3887	0.9456	0.956	0.9474
TCGA-EJ-7317-01	TCGA-EJ-7317-01	0.03308	0.03919	0.05598	0.0185	0.0261	0.04399	0.05418	0.03288	0.04935	0.01617	0.09459	0.03496	0.02244	0.01452	0.02357	0.08426	0.02216	0.03626	0.02035	0.03943	0.03408	0.02153	0.07175	0.0199	0.02832	0.88	0.823	0.7467	0.8199	0.785	0.9108	0.9423	0.8217
TCGA-VQ-A8PS-01	TCGA-VQ-A8PS-01	0.03308	0.03594	0.02682	0.02395	0.02301	0.01551	0.03958	0.07059	0.03861	0.02953	0.08005	0.04867	0.01662	0.02593	0.02778	0.06568	0.03361	0.03164	0.02287	0.04598	0.02895	0.0216	0.04108	0.02037	0.02981	0.8936	0.836	0.8301	0.8434	0.8824	0.9335	0.9231	0.6348
TCGA-HT-A615-01	TCGA-HT-A615-01	0.03308	0.03199	0.02766	0.02217	0.02358	0.02443	0.04721	0.02915	0.04815	0.01971	0.1297	0.03415	0.02859	0.01868	0.02371	0.04562	0.02639	0.03017	0.022	0.02893	0.03202	0.02503	0.0191	0.01853	0.02746	0.8324	0.6925	0.8391	0.6197	0.5911	0.9392	0.9434	0.9106
TCGA-A3-A6NL-01	TCGA-A3-A6NL-01	0.03308	0.03129	0.02816	0.01565	0.02144	0.03227	0.04117	0.03136	0.03916	0.01871	0.07423	0.02615	0.02881	0.01845	0.02387	0.07622	0.02539	0.02654	0.0201	0.05493	0.03735	0.02134	0.04386	0.02018	0.03022	0.8816	0.8303	0.8055	0.8141	0.8401	0.9471	0.9134	0.9173
TCGA-39-5028-11	TCGA-39-5028-11	0.03308	0.02856	0.02934	0.0171	0.01347	0.01185	0.02673	0.07899	0.04076	0.01833	0.05695	0.02538	0.02679	0.01373	0.01829	0.06418	0.02392	0.03449	0.01835	0.04941	0.03087	0.02975	0.03187	0.01726	0.0302	0.8671	0.8454	0.8243	0.8361	0.7445	0.9527	0.9591	0.8021
TCGA-J9-A52D-01	TCGA-J9-A52D-01	0.03307	0.03442	0.03593	0.02939	0.03255	0.03814	0.05153	0.03235	0.04648	0.02423	0.1661	0.05898	0.03215	0.02073	0.02806	0.04802	0.0335	0.03834	0.02397	0.03271	0.04063	0.03083	0.0198	0.01778	0.02797	0.8809	0.8365	0.8476	0.8981	0.7068	0.942	0.9445	0.8844
TCGA-A8-A08O-01	TCGA-A8-A08O-01	0.03307	0.02996	0.03484	0.02181	0.02326	0.02784	0.03485	0.2819	0.04901	0.03098	0.06766	0.0637	0.01935	0.01926	0.02352	0.0679	0.02773	0.07638	0.02449	0.06113	0.04894	0.03055	0.02705	0.02428	0.0434	0.9264	0.8852	0.8245	0.8877	0.6463	0.9546	0.9196	0.7374
TCGA-EI-6885-01	TCGA-EI-6885-01	0.03306	0.03462	0.03339	0.01801	0.02526	0.03094	0.03271	0.03022	0.04723	0.02344	0.08454	0.04434	0.02692	0.01776	0.02527	0.0582	0.03088	0.03225	0.01863	0.05658	0.03539	0.02607	0.03085	0.0183	0.03181	0.8927	0.8649	0.8538	0.9019	0.9085	0.9521	0.9564	0.8034
TCGA-A5-A3LO-01	TCGA-A5-A3LO-01	0.03306	0.03271	0.02644	0.02461	0.03747	0.02804	0.03288	0.04361	0.05918	0.02838	0.128	0.05157	0.03072	0.02485	0.02879	0.05622	0.02841	0.03405	0.02959	0.03874	0.03325	0.03996	0.02827	0.03112	0.04087	0.8681	0.8392	0.8166	0.8325	0.9035	0.9449	0.9447	0.8794
TCGA-FS-A4F2-06	TCGA-FS-A4F2-06	0.03306	0.03223	0.04314	0.02324	0.04456	0.04347	0.03585	0.03866	0.04152	0.02563	0.1199	0.05057	0.02274	0.02256	0.03213	0.05148	0.02982	0.03774	0.03226	0.03175	0.04243	0.03608	0.0254	0.02366	0.03674	0.9304	0.5054	0.6065	0.6985	0.6761	0.9333	0.9387	0.886
TCGA-5P-A9KF-01	TCGA-5P-A9KF-01	0.03306	0.02638	0.02789	0.02426	0.02205	0.03115	0.04796	0.04288	0.04928	0.02615	0.1062	0.03184	0.02015	0.02727	0.02849	0.05334	0.02906	0.02604	0.02436	0.02701	0.03743	0.02979	0.02084	0.0219	0.03986	0.8269	0.879	0.8103	0.9307	0.8252	0.9485	0.9073	0.7387
TCGA-28-5215-01	TCGA-28-5215-01	0.03306	0.02544	0.06093	0.02437	0.02272	0.04905	0.03079	0.05384	0.0333	0.0345	0.0858	0.06627	0.02119	0.01922	0.02567	0.05219	0.03116	0.03994	0.03003	0.03898	0.06186	0.0339	0.02035	0.02374	0.04471	0.8151	0.5499	0.4103	0.5436	0.481	0.9162	0.948	0.5529
TCGA-S3-AA14-01	TCGA-S3-AA14-01	0.03305	0.04862	0.03399	0.02096	0.04236	0.0204	0.0595	0.06127	0.05879	0.03078	0.06098	0.04797	0.03218	0.0237	0.02412	0.05882	0.03899	0.03519	0.02101	0.05805	0.1146	0.03102	0.03284	0.01961	0.03593	0.8781	0.8557	0.771	0.8575	0.8582	0.9498	0.935	0.7546
TCGA-E7-A7PW-01	TCGA-E7-A7PW-01	0.03305	0.04119	0.02438	0.01906	0.02813	0.02062	0.0315	0.06489	0.05282	0.03404	0.0703	0.06699	0.03435	0.02277	0.02636	0.1461	0.04582	0.03272	0.04104	0.03675	0.02858	0.03351	0.03341	0.02855	0.03778	0.8533	0.9265	0.8848	0.9	0.8673	0.8862	0.8936	0.2181
TCGA-G9-6362-01	TCGA-G9-6362-01	0.03305	0.04024	0.03811	0.02269	0.04521	0.02344	0.04131	0.04066	0.04704	0.0188	0.1426	0.05298	0.03055	0.01855	0.02395	0.07349	0.03398	0.04751	0.0208	0.1192	0.03388	0.02856	0.05781	0.01907	0.02896	0.8752	0.8352	0.8036	0.8322	0.6266	0.9228	0.9537	0.6828
TCGA-YL-A8HL-01	TCGA-YL-A8HL-01	0.03305	0.04009	0.02608	0.02015	0.03983	0.02587	0.04832	0.03797	0.0513	0.03213	0.09299	0.0664	0.02967	0.02465	0.03089	0.04535	0.03404	0.03529	0.02559	0.04043	0.07935	0.03344	0.02628	0.02849	0.03829	0.8543	0.819	0.7931	0.8141	0.6816	0.8987	0.9201	0.6424
TCGA-S7-A7WM-01	TCGA-S7-A7WM-01	0.03305	0.03877	0.02277	0.02201	0.03065	0.01712	0.04272	0.04751	0.05187	0.02196	0.07869	0.04306	0.02433	0.01765	0.03622	0.06375	0.02809	0.03169	0.02487	0.05516	0.02764	0.02786	0.0283	0.0247	0.02976	0.8578	0.8462	0.7785	0.3969	0.2468	0.5296	0.9141	0.8923
TCGA-AB-2949-03	TCGA-AB-2949-03	0.03305	0.03029	0.02309	0.02468	0.02862	0.03037	0.03774	0.0288	0.05294	0.02007	0.1453	0.03082	0.03047	0.01481	0.02072	0.04509	0.02917	0.03982	0.01859	0.03072	0.03147	0.02561	0.01868	0.02283	0.03029	0.9061	0.8887	0.8497	0.9299	0.9185	0.9505	0.9576	0.9234
TCGA-AJ-A23N-01	TCGA-AJ-A23N-01	0.03305	0.02553	0.0302	0.02709	0.02697	0.04212	0.02904	0.04419	0.05026	0.03123	0.1543	0.0411	0.02602	0.02299	0.02822	0.05662	0.03588	0.04239	0.03027	0.03765	0.03618	0.03134	0.02743	0.03168	0.042	0.8703	0.7761	0.8331	0.7983	0.824	0.9213	0.9372	0.8346
TCGA-DC-6157-01	TCGA-DC-6157-01	0.03304	0.0321	0.05209	0.0185	0.02311	0.03969	0.03541	0.04118	0.06002	0.02027	0.1055	0.03585	0.03354	0.01549	0.02579	0.08197	0.03007	0.04083	0.01821	0.03866	0.04424	0.03006	0.0217	0.01915	0.03496	0.874	0.8649	0.8404	0.9081	0.8661	0.9488	0.9663	0.8625
TCGA-IR-A3LC-01	TCGA-IR-A3LC-01	0.03304	0.03162	0.03619	0.02401	0.0263	0.05496	0.03827	0.04046	0.04781	0.01991	0.1245	0.04709	0.02346	0.01658	0.02713	0.09571	0.03263	0.04361	0.0243	0.04966	0.04708	0.03424	0.05465	0.02176	0.02906	0.8841	0.8522	0.8124	0.8463	0.7856	0.9455	0.9459	0.593
TCGA-CH-5771-01	TCGA-CH-5771-01	0.03304	0.02771	0.0262	0.01741	0.02784	0.02252	0.03809	0.03329	0.05145	0.01849	0.07349	0.03825	0.02587	0.01729	0.02304	0.09397	0.02824	0.03617	0.01984	0.0677	0.04208	0.0269	0.04629	0.02297	0.0243	0.8718	0.7672	0.7915	0.7838	0.7036	0.9509	0.9472	0.7388
TCGA-J4-A6M7-01	TCGA-J4-A6M7-01	0.03304	0.02669	0.02822	0.01927	0.02035	0.01783	0.03058	0.09623	0.04277	0.02128	0.07619	0.03184	0.01376	0.01718	0.02197	0.03776	0.02649	0.03192	0.01679	0.02713	0.02982	0.02172	0.01565	0.01542	0.03239	0.8467	0.7399	0.804	0.8087	0.635	0.8719	0.9483	0.8024
TCGA-D7-A6EV-01	TCGA-D7-A6EV-01	0.03304	0.02544	0.0261	0.0217	0.02425	0.03397	0.04636	0.04327	0.04573	0.0201	0.1122	0.0463	0.02018	0.01874	0.03065	0.07066	0.02576	0.0458	0.02173	0.04751	0.03486	0.02212	0.01688	0.01802	0.02896	0.8234	0.8291	0.7768	0.8569	0.7333	0.8929	0.9525	0.7107
TCGA-FP-7998-01	TCGA-FP-7998-01	0.03304	0.02508	0.03538	0.01995	0.0259	0.04846	0.03559	0.03149	0.04847	0.02232	0.106	0.04908	0.01708	0.02049	0.02947	0.06864	0.02134	0.03516	0.02821	0.03054	0.02937	0.02379	0.0363	0.02231	0.03217	0.8416	0.8164	0.8219	0.8361	0.896	0.9096	0.9402	0.8702
TCGA-EE-A2GJ-06	TCGA-EE-A2GJ-06	0.03303	0.03142	0.04062	0.02888	0.03126	0.05177	0.04224	0.04158	0.04857	0.034	0.1438	0.04785	0.03139	0.02442	0.03406	0.07131	0.04187	0.04266	0.03136	0.04691	0.05192	0.04073	0.02781	0.03478	0.04319	0.8645	0.7989	0.5875	0.6651	0.9095	0.9499	0.9451	0.8393
TCGA-EE-A2MT-06	TCGA-EE-A2MT-06	0.03303	0.0303	0.02637	0.02042	0.03286	0.01885	0.02714	0.03991	0.05246	0.02138	0.1015	0.04098	0.02293	0.01801	0.02675	0.1124	0.0362	0.04481	0.01903	0.0823	0.03589	0.02353	0.0245	0.0195	0.02702	0.8628	0.8279	0.5143	0.3978	0.7822	0.9332	0.9431	0.6368
TCGA-C8-A26W-01	TCGA-C8-A26W-01	0.03302	0.03849	0.05244	0.02323	0.04019	0.01538	0.03542	0.0409	0.04711	0.02419	0.05437	0.0435	0.02906	0.02449	0.03187	0.06169	0.02621	0.02999	0.0257	0.04138	0.09114	0.03138	0.07452	0.02351	0.03016	0.8781	0.883	0.8504	0.8702	0.882	0.9463	0.9374	0.857
TCGA-WE-A8ZO-06	TCGA-WE-A8ZO-06	0.03302	0.03762	0.03014	0.02326	0.02944	0.02181	0.0553	0.04391	0.05425	0.02005	0.06419	0.04685	0.02562	0.02246	0.0252	0.05214	0.02588	0.02947	0.02183	0.03198	0.0378	0.02325	0.02356	0.0158	0.02678	0.8888	0.5127	0.3074	0.3614	0.5461	0.9122	0.9364	0.7992
TCGA-CV-6939-01	TCGA-CV-6939-01	0.03301	0.045	0.06881	0.0247	0.02099	0.02965	0.03121	0.07128	0.04996	0.02494	0.08729	0.0563	0.02564	0.01749	0.03476	0.07308	0.02808	0.0426	0.02093	0.03661	0.04464	0.03207	0.0242	0.01778	0.03197	0.8403	0.8423	0.7965	0.8241	0.767	0.9464	0.923	0.5959
TCGA-ET-A3DP-11	TCGA-ET-A3DP-11	0.03301	0.03214	0.03458	0.02571	0.02474	0.04631	0.03976	0.03886	0.05231	0.02404	0.1156	0.06226	0.01842	0.01809	0.03248	0.09838	0.03793	0.03683	0.03096	0.06213	0.03873	0.0333	0.03719	0.02421	0.03186	0.8784	0.7912	0.8397	0.9148	0.7957	0.9468	0.9368	0.8354
TCGA-AB-2986-03	TCGA-AB-2986-03	0.03301	0.02877	0.03501	0.02086	0.02686	0.03696	0.03037	0.03713	0.05441	0.01989	0.155	0.03625	0.02357	0.0158	0.02278	0.04997	0.02708	0.03295	0.0222	0.03219	0.02379	0.0294	0.01964	0.02659	0.0268	0.8913	0.8699	0.8547	0.913	0.9376	0.9578	0.9503	0.9273
TCGA-GN-A26D-06	TCGA-GN-A26D-06	0.03301	0.02371	0.0415	0.01848	0.02419	0.03061	0.03409	0.03431	0.05153	0.01728	0.09173	0.04515	0.02283	0.01306	0.02619	0.06545	0.02585	0.0539	0.02104	0.03008	0.04154	0.02193	0.03053	0.0173	0.02312	0.8655	0.6824	0.626	0.6376	0.3855	0.9517	0.941	0.8934
TCGA-QH-A6CY-01	TCGA-QH-A6CY-01	0.033	0.03782	0.02454	0.01826	0.02228	0.01581	0.04075	0.06677	0.05688	0.0264	0.0559	0.03701	0.03064	0.01769	0.02861	0.06097	0.03258	0.04678	0.02844	0.03403	0.05001	0.02601	0.02521	0.02778	0.0315	0.8309	0.576	0.785	0.7237	0.8706	0.9403	0.9497	0.8505
TCGA-DD-AAVS-01	TCGA-DD-AAVS-01	0.033	0.03353	0.03277	0.01906	0.02242	0.02037	0.03311	0.06823	0.04774	0.02735	0.03751	0.04333	0.02852	0.016	0.02001	0.05435	0.02635	0.02482	0.0219	0.02843	0.03219	0.02944	0.01928	0.01907	0.04689	0.823	0.8085	0.7977	0.8672	0.8064	0.9544	0.9231	0.6884
TCGA-BH-A203-01	TCGA-BH-A203-01	0.033	0.03141	0.04957	0.02133	0.02874	0.01479	0.02773	0.03819	0.05094	0.02072	0.09664	0.04052	0.02635	0.0157	0.02241	0.07578	0.03268	0.03205	0.02452	0.06802	0.03964	0.03052	0.03563	0.01922	0.02561	0.9153	0.8854	0.8426	0.8835	0.8676	0.9331	0.9617	0.8954
TCGA-KO-8411-01	TCGA-KO-8411-01	0.033	0.03004	0.0263	0.02116	0.02625	0.0288	0.02797	0.0389	0.06459	0.02599	0.07246	0.05568	0.02988	0.02306	0.02823	0.06145	0.03345	0.03993	0.03007	0.03552	0.04351	0.02916	0.05595	0.02632	0.05633	0.8638	0.8791	0.8625	0.8968	0.9249	0.9498	0.9344	0.8688
TCGA-PG-A914-01	TCGA-PG-A914-01	0.033	0.02985	0.04683	0.02805	0.03826	0.01874	0.02807	0.04351	0.0408	0.05182	0.0545	0.07263	0.0257	0.03283	0.04305	0.07434	0.0523	0.04008	0.03664	0.07751	0.07579	0.04647	0.04566	0.04423	0.05746	0.894	0.8852	0.8422	0.8974	0.8765	0.935	0.9184	0.4705
TCGA-HT-7688-01	TCGA-HT-7688-01	0.033	0.02578	0.0292	0.01692	0.02774	0.05869	0.04562	0.03566	0.05093	0.02479	0.1724	0.0415	0.02581	0.02088	0.02561	0.06209	0.02792	0.03393	0.02702	0.02773	0.03237	0.03275	0.02538	0.02386	0.03403	0.8574	0.763	0.7752	0.6393	0.5184	0.9454	0.9424	0.792
TCGA-2G-AAL5-01	TCGA-2G-AAL5-01	0.03299	0.03119	0.0904	0.01815	0.02213	0.01778	0.03552	0.04138	0.05323	0.02306	0.07521	0.04319	0.03131	0.01787	0.02138	0.06132	0.03236	0.04028	0.02014	0.0341	0.04421	0.02607	0.0326	0.01634	0.02607	0.6711	0.8345	0.8229	0.8438	0.8945	0.8832	0.9419	0.8834
TCGA-B0-4811-11	TCGA-B0-4811-11	0.03299	0.03068	0.02259	0.01302	0.02454	0.02287	0.03097	0.05556	0.05995	0.01661	0.02906	0.03668	0.03626	0.01291	0.02363	0.06864	0.02546	0.04654	0.0193	0.02924	0.03536	0.02852	0.02082	0.02217	0.02368	0.8611	0.8505	0.8027	0.8417	0.8184	0.9437	0.9429	0.8649
TCGA-AX-A3G1-01	TCGA-AX-A3G1-01	0.03299	0.03054	0.0353	0.02107	0.03305	0.04821	0.04009	0.0435	0.05177	0.03465	0.1427	0.05595	0.03226	0.02365	0.03744	0.0556	0.03358	0.04489	0.03232	0.03983	0.04064	0.03548	0.02676	0.02952	0.04784	0.8496	0.8256	0.8042	0.8158	0.749	0.9427	0.9328	0.7767
TCGA-OR-A5LS-01	TCGA-OR-A5LS-01	0.03299	0.0288	0.03672	0.02306	0.03545	0.02454	0.05166	0.03373	0.05425	0.02735	0.1264	0.04134	0.02531	0.0236	0.02931	0.04981	0.03193	0.0365	0.02677	0.0285	0.02759	0.03099	0.02486	0.023	0.03378	0.8984	0.8597	0.8765	0.9187	0.9385	0.9456	0.9424	0.908
TCGA-D1-A2G5-01	TCGA-D1-A2G5-01	0.03298	0.04248	0.05576	0.02941	0.04114	0.03382	0.03332	0.06235	0.05949	0.02718	0.1564	0.05082	0.03219	0.02003	0.03393	0.09398	0.03744	0.0446	0.02542	0.09738	0.08152	0.03165	0.04372	0.03063	0.03257	0.8872	0.7579	0.6672	0.6985	0.8848	0.9447	0.9571	0.7357
TCGA-DM-A28F-01	TCGA-DM-A28F-01	0.03298	0.03946	0.02655	0.02144	0.02951	0.03016	0.0334	0.04224	0.04847	0.02464	0.09255	0.05945	0.022	0.02296	0.02967	0.087	0.03473	0.04363	0.02408	0.03215	0.02839	0.04082	0.03265	0.02452	0.03104	0.8984	0.8563	0.8776	0.913	0.9126	0.9469	0.9597	0.7315
TCGA-DD-A11D-11	TCGA-DD-A11D-11	0.03298	0.03398	0.03398	0.01906	0.02696	0.0237	0.03088	0.062	0.06476	0.01984	0.04874	0.04339	0.01855	0.01542	0.03156	0.08641	0.02595	0.04134	0.01987	0.04948	0.04909	0.0246	0.03039	0.01898	0.02892	0.8577	0.847	0.8371	0.8699	0.8548	0.9576	0.9423	0.9073
TCGA-AA-3655-01	TCGA-AA-3655-01	0.03298	0.02823	0.04759	0.02332	0.02735	0.02518	0.04119	0.04542	0.03586	0.02832	0.07309	0.05888	0.02623	0.02505	0.02519	0.07756	0.03084	0.04193	0.0244	0.04787	0.04927	0.02819	0.03844	0.02839	0.04305	0.868	0.9045	0.8702	0.9259	0.9214	0.9564	0.953	0.8038
TCGA-AB-2971-03	TCGA-AB-2971-03	0.03298	0.02198	0.02124	0.01301	0.02474	0.01511	0.03407	0.07043	0.03739	0.01707	0.0334	0.03066	0.04128	0.01417	0.02639	0.04577	0.02202	0.03514	0.0183	0.02371	0.02573	0.02052	0.01555	0.0235	0.02231	0.9357	0.9179	0.8859	0.9355	0.9578	0.9647	0.9575	0.9173
TCGA-B6-A0WV-01	TCGA-B6-A0WV-01	0.03297	0.03659	0.06826	0.02205	0.02581	0.05962	0.02545	0.1217	0.03818	0.0393	0.09908	0.04764	0.03423	0.0299	0.04985	0.1225	0.07531	0.07505	0.05374	0.112	0.05848	0.04416	0.02435	0.02824	0.0575	0.9019	0.9397	0.8942	0.936	0.8133	0.9422	0.9432	0.7772
TCGA-CJ-4869-11	TCGA-CJ-4869-11	0.03297	0.02855	0.03314	0.01568	0.02087	0.01628	0.04235	0.09243	0.05021	0.02174	0.04243	0.03044	0.0323	0.01418	0.02507	0.0751	0.02217	0.04489	0.01795	0.04288	0.04328	0.02849	0.01393	0.01782	0.02368	0.8649	0.8534	0.8439	0.8489	0.8396	0.9536	0.9441	0.8767
TCGA-DJ-A3UX-01	TCGA-DJ-A3UX-01	0.03297	0.02835	0.02583	0.02153	0.04284	0.04924	0.04426	0.03429	0.04802	0.02068	0.0944	0.03872	0.02284	0.01725	0.02518	0.05317	0.02433	0.02834	0.02488	0.02259	0.02621	0.02745	0.02444	0.02779	0.03369	0.8987	0.8494	0.8328	0.8855	0.9059	0.9534	0.9494	0.8754
TCGA-DD-A39X-11	TCGA-DD-A39X-11	0.03296	0.04004	0.04192	0.01957	0.03311	0.05931	0.03477	0.02962	0.05365	0.01971	0.1366	0.04343	0.02576	0.01772	0.02163	0.07018	0.02482	0.04584	0.02592	0.1513	0.06461	0.02754	0.08069	0.02909	0.03999	0.8641	0.8394	0.8594	0.9293	0.9098	0.9288	0.9506	0.9021
TCGA-B0-4819-11	TCGA-B0-4819-11	0.03296	0.03301	0.0555	0.01372	0.02266	0.05168	0.03775	0.04184	0.04048	0.02583	0.09786	0.04527	0.01846	0.01667	0.03526	0.06617	0.0298	0.04016	0.02363	0.1474	0.07533	0.03124	0.06899	0.02402	0.03337	0.8623	0.9059	0.8418	0.8562	0.8722	0.9596	0.9419	0.8613
TCGA-UY-A9PD-01	TCGA-UY-A9PD-01	0.03296	0.02652	0.04466	0.0206	0.02262	0.02343	0.04495	0.05937	0.03932	0.02245	0.06728	0.06028	0.01935	0.01678	0.02342	0.04393	0.02666	0.03887	0.02303	0.04018	0.03228	0.02449	0.02982	0.01819	0.03142	0.8251	0.8121	0.8408	0.8897	0.8178	0.9168	0.9564	0.5363
TCGA-CZ-5461-11	TCGA-CZ-5461-11	0.03296	0.02316	0.03928	0.0135	0.02086	0.02034	0.04188	0.06402	0.05784	0.01698	0.03068	0.04145	0.03527	0.01145	0.0261	0.08077	0.02931	0.04536	0.01939	0.05354	0.03093	0.02521	0.02596	0.01886	0.02313	0.886	0.8387	0.8425	0.8534	0.8061	0.9493	0.949	0.9117
TCGA-EO-A22T-11	TCGA-EO-A22T-11	0.03295	0.03596	0.05682	0.0183	0.03131	0.03495	0.04188	0.03361	0.05855	0.02057	0.1009	0.06698	0.03271	0.02016	0.03436	0.1129	0.03299	0.05338	0.02076	0.06976	0.07652	0.03679	0.1163	0.02031	0.03486	0.8885	0.8275	0.7419	0.7719	0.7966	0.8915	0.9531	0.3935
TCGA-DU-8167-01	TCGA-DU-8167-01	0.03295	0.03416	0.03673	0.02607	0.02877	0.0271	0.0402	0.0433	0.06077	0.02121	0.1125	0.04088	0.0268	0.01892	0.03004	0.06184	0.03964	0.04213	0.02357	0.02626	0.0299	0.02823	0.02331	0.02208	0.03197	0.8656	0.8448	0.8176	0.7575	0.719	0.9435	0.9429	0.8403
TCGA-KO-8415-01	TCGA-KO-8415-01	0.03295	0.03261	0.04264	0.02331	0.02588	0.02581	0.03507	0.03822	0.05211	0.02804	0.08307	0.05025	0.02222	0.02227	0.02875	0.07523	0.03534	0.03427	0.02735	0.03589	0.03359	0.02877	0.03099	0.02749	0.03151	0.9049	0.5085	0.8614	0.808	0.4398	0.9315	0.9489	0.8631
TCGA-QR-A6H0-01	TCGA-QR-A6H0-01	0.03294	0.03638	0.03606	0.02022	0.05183	0.02223	0.07296	0.04849	0.04805	0.02353	0.09052	0.07737	0.02533	0.01655	0.02369	0.05237	0.02808	0.04011	0.0224	0.04419	0.04893	0.0246	0.03283	0.01991	0.03219	0.8483	0.6429	0.7655	0.801	0.587	0.9389	0.9367	0.718
TCGA-DX-A8BG-01	TCGA-DX-A8BG-01	0.03294	0.03466	0.03063	0.01761	0.02486	0.01784	0.04735	0.107	0.0484	0.03999	0.02067	0.07926	0.03148	0.03437	0.06378	0.06806	0.07668	0.05249	0.04737	0.03829	0.1122	0.04225	0.1001	0.02604	0.05525	0.9172	0.942	0.8897	0.9011	0.8854	0.9409	0.9105	0.7635
TCGA-AJ-A2QK-01	TCGA-AJ-A2QK-01	0.03294	0.03152	0.06406	0.02098	0.03628	0.04426	0.03234	0.03527	0.05258	0.02581	0.1437	0.06641	0.03254	0.02005	0.03024	0.07024	0.03806	0.0461	0.0228	0.07555	0.04674	0.0339	0.06335	0.0231	0.02804	0.8751	0.7894	0.7501	0.8289	0.7369	0.9491	0.9577	0.6646
TCGA-2G-AAH4-01	TCGA-2G-AAH4-01	0.03294	0.02465	0.02317	0.01837	0.02764	0.02537	0.03327	0.02917	0.0366	0.02127	0.1024	0.03931	0.02021	0.02137	0.02929	0.05594	0.0319	0.03649	0.02294	0.03641	0.02751	0.02566	0.03946	0.02166	0.03243	0.7452	0.8533	0.774	0.8491	0.8865	0.8975	0.9544	0.8828
TCGA-A7-A0D9-01	TCGA-A7-A0D9-01	0.03293	0.03449	0.03727	0.02622	0.01844	0.04096	0.02993	0.2097	0.03743	0.04513	0.073	0.06083	0.02387	0.02644	0.04838	0.06008	0.03978	0.06762	0.04425	0.04156	0.03641	0.04006	0.0308	0.02892	0.04842	0.9319	0.909	0.9188	0.8968	0.8874	0.9582	0.9607	0.882
TCGA-3N-A9WB-06	TCGA-3N-A9WB-06	0.03293	0.03238	0.05181	0.02206	0.03369	0.01822	0.02514	0.06158	0.04587	0.02952	0.058	0.04353	0.021	0.02721	0.0406	0.05996	0.04147	0.04638	0.02934	0.03312	0.04882	0.02521	0.03922	0.02348	0.03614	0.8995	0.6222	0.8732	0.7945	0.9188	0.9603	0.941	0.8441
TCGA-F2-6879-01	TCGA-F2-6879-01	0.03293	0.03155	0.0527	0.02541	0.02509	0.06123	0.04506	0.03948	0.04525	0.0305	0.1282	0.05088	0.03328	0.02551	0.02913	0.07308	0.03151	0.04141	0.02731	0.03028	0.02744	0.03303	0.02863	0.02244	0.04665	0.8545	0.8682	0.8359	0.8521	0.8669	0.9291	0.9508	0.7496
TCGA-BK-A139-02	TCGA-BK-A139-02	0.03293	0.03099	0.02541	0.02245	0.02658	0.02893	0.02862	0.03742	0.0509	0.02643	0.1321	0.05137	0.03092	0.0194	0.02834	0.04297	0.03139	0.03478	0.02041	0.02867	0.03039	0.02615	0.02049	0.02086	0.02961	0.8835	0.8166	0.8184	0.8363	0.8581	0.921	0.9212	0.8736
