sample	samples	chr17:7590695-7590863:-	chr17:7580643-7580745:-	chr17:7579700-7579940:-	chr17:7579312-7579590:-	chr17:7578371-7578811:-	chr17:7577499-7577608:-	chr17:7577019-7577155:-	chr17:7576853-7576926:-	chr17:7576525-7576657:-	chr17:7573927-7574033:-	chr17:7571720-7573008:-	chr17:7565097-7565332:-
TCGA-41-5651-01	TCGA-41-5651-01	4.185	0.5021	4.262	4.739	3.396	5.076	4.934	5.352	0	5.115	4.863	0.0641
TCGA-19-1787-01	TCGA-19-1787-01	4.184	0.602	4.791	5.349	4.278	5.758	5.707	5.994	0.3634	5.678	5.295	0.4037
TCGA-06-0129-01	TCGA-06-0129-01	4.184	0.5345	4.687	5.256	4.16	5.809	5.611	5.98	0.549	5.679	5.265	0.2579
TCGA-BH-A0C3-11	TCGA-BH-A0C3-11	4.184	0.5033	4.416	5.41	4.121	5.506	5.564	5.859	0.4042	5.639	5.326	0.1654
TCGA-G2-A2EK-01	TCGA-G2-A2EK-01	4.184	0.3796	4.293	5.256	4.168	5.458	5.675	5.913	0.804	5.827	5.754	0
TCGA-D5-6533-01	TCGA-D5-6533-01	4.184	0	4.329	5.359	4.287	5.671	5.79	6.029	0.352	5.795	5.805	0
TCGA-Z4-A9VC-01	TCGA-Z4-A9VC-01	4.184	0	4.304	5.264	4.163	5.578	5.819	6.172	0.8187	5.923	5.879	0.2442
TCGA-78-7146-01	TCGA-78-7146-01	4.183	0.1158	4.097	5.152	3.933	5.108	5.383	5.595	0.1756	5.448	5.588	0
TCGA-BH-A0AU-11	TCGA-BH-A0AU-11	4.182	0.3849	4.238	5.306	4.044	5.564	5.698	6.04	1.005	5.702	5.234	0.0932
TCGA-CR-7399-01	TCGA-CR-7399-01	4.182	0.0744	4.535	5.696	4.508	5.876	6.059	6.431	0.6541	6.164	5.925	0
TCGA-A6-6142-01	TCGA-A6-6142-01	4.182	0	4.306	5.359	4.363	5.341	5.723	5.942	1.76	5.712	5.805	0.0633
TCGA-85-6561-01	TCGA-85-6561-01	4.181	0.0522	4.429	5.307	4.203	5.823	5.947	6.153	0.4552	5.87	5.377	0
TCGA-2H-A9GM-01	TCGA-2H-A9GM-01	4.18	1.158	4.378	5.345	4.406	6.025	5.948	6.237	2.194	5.867	5.432	0.1237
TCGA-2A-AAYU-01	TCGA-2A-AAYU-01	4.179	0.1089	4.043	4.815	3.76	5.009	5.194	5.423	0.3825	5.344	5.202	0
TCGA-VS-A9V3-01	TCGA-VS-A9V3-01	4.179	0	4.198	5.013	3.878	5.07	5.32	5.411	0.7134	5.262	5.03	0
TCGA-CM-6161-01	TCGA-CM-6161-01	4.178	0.2152	4.217	5.221	3.869	5.388	5.602	5.909	0.458	5.718	5.57	0
TCGA-K1-A42X-02	TCGA-K1-A42X-02	4.178	0	4.156	5.329	4.114	5.458	5.581	5.74	0.0962	5.328	5.179	0.055
TCGA-J4-A6M7-01	TCGA-J4-A6M7-01	4.178	0	3.971	5.204	4.177	5.344	5.595	5.864	0.3298	5.665	5.44	0
TCGA-63-A5MG-01	TCGA-63-A5MG-01	4.178	0	1.064	1.956	1.25	2.164	2.119	2.339	0.1543	5.159	5.319	0.0452
TCGA-AB-2955-03	TCGA-AB-2955-03	4.177	1.474	3.509	4.618	3.588	5.247	5.302	5.889	3.39	5.458	5.15	0.2294
TCGA-ER-A19O-06	TCGA-ER-A19O-06	4.177	0	4.438	5.615	4.448	5.642	5.74	5.954	0	5.844	5.722	0
TCGA-B6-A0IC-01	TCGA-B6-A0IC-01	4.176	0.1988	4.357	5.288	4.068	5.557	5.758	6.048	0.5054	5.818	5.489	0.0901
TCGA-85-6560-01	TCGA-85-6560-01	4.176	0	4.455	5.22	4.124	5.713	5.824	6.127	0	5.836	5.592	0
TCGA-CD-8529-01	TCGA-CD-8529-01	4.175	0.1315	4.079	4.952	3.757	5.178	5.086	5.335	0.7355	5.061	4.034	0
TCGA-HC-7744-01	TCGA-HC-7744-01	4.174	0.3322	4.332	5.353	4.194	5.445	5.566	5.845	0.5373	5.558	5.527	0.0402
TCGA-CD-8530-01	TCGA-CD-8530-01	4.174	0.1623	4.253	5.036	3.652	4.789	4.9	5.192	0.9768	5.073	4.593	0
TCGA-A4-7583-01	TCGA-A4-7583-01	4.174	0.0943	4.06	4.886	3.738	4.912	5.168	5.492	0.2742	5.206	5.095	0.3396
TCGA-36-1574-01	TCGA-36-1574-01	4.174	0.0744	4.334	5.444	4.446	5.957	5.824	6.073	0.409	5.763	5.235	0
TCGA-A6-5667-01	TCGA-A6-5667-01	4.174	0	4.477	5.587	4.345	5.716	5.994	6.236	0.3242	6.058	6.023	0
TCGA-VR-A8EZ-01	TCGA-VR-A8EZ-01	4.173	0.1401	4.108	5.082	4.051	5.705	5.633	5.865	0.7748	5.694	5.406	0
TCGA-69-7973-01	TCGA-69-7973-01	4.173	0.0672	4.473	5.484	4.245	5.545	5.794	6.097	0.6015	5.82	5.623	0.0589
TCGA-A8-A09E-01	TCGA-A8-A09E-01	4.173	0	4.24	5.08	3.987	5.307	5.556	5.787	0.1549	5.589	5.285	0.0893
TCGA-CH-5769-11	TCGA-CH-5769-11	4.173	0	4.019	5.274	4.151	5.428	5.554	5.702	0.3226	5.571	5.538	0.0402
TCGA-AB-2822-03	TCGA-AB-2822-03	4.171	1.045	4.146	5.158	4.113	5.663	5.599	5.994	2.62	5.709	5.237	0.3675
TCGA-2G-AAHG-01	TCGA-2G-AAHG-01	4.171	0.564	4.23	5.137	3.813	5.135	5.243	5.543	0.3004	5.594	5.26	0.0372
TCGA-22-5481-01	TCGA-22-5481-01	4.171	0.2488	4.456	5.645	4.595	6.037	6.26	6.482	0.5713	6.217	6.322	0.1139
TCGA-CV-6941-01	TCGA-CV-6941-01	4.171	0.1742	4.139	5.319	3.81	5.365	5.399	5.698	0.1367	5.404	5.391	0
TCGA-FR-A69P-06	TCGA-FR-A69P-06	4.171	0	3.987	5.132	4.029	5.172	5.485	5.762	0.0905	5.343	5.262	0
TCGA-E2-A15G-01	TCGA-E2-A15G-01	4.169	0.2239	4.173	5.071	3.875	5.31	5.479	5.802	0.4752	5.549	5.436	0
TCGA-EB-A6QZ-01	TCGA-EB-A6QZ-01	4.169	0.1073	4.138	5.064	3.989	5.355	5.507	5.886	1.135	5.743	5.924	0.0478
TCGA-2G-AALW-01	TCGA-2G-AALW-01	4.169	0	4.373	5.225	4.209	5.691	5.666	5.931	0.3707	5.723	5.85	0.1507
TCGA-DM-A28K-01	TCGA-DM-A28K-01	4.168	0.1189	4.25	5.221	4.239	5.604	5.838	6.147	0.4144	6.029	6.363	0
TCGA-EE-A29R-06	TCGA-EE-A29R-06	4.168	0.0814	4.265	5.394	4.282	5.476	5.751	5.985	0.1824	5.723	5.667	0
TCGA-A2-A0YT-01	TCGA-A2-A0YT-01	4.168	0	4.171	4.975	3.761	5.313	5.451	5.581	0.1619	5.312	5.165	0
TCGA-BR-8365-01	TCGA-BR-8365-01	4.167	0.2039	4.45	5.476	4.071	5.193	5.072	5.338	0.7023	5.078	3.948	0.0624
TCGA-VD-A8K8-01	TCGA-VD-A8K8-01	4.167	0.0811	4.023	4.73	3.65	5.087	5.278	5.574	0.3935	5.345	5.513	0
TCGA-BR-6706-01	TCGA-BR-6706-01	4.167	0	4.167	5.027	3.887	5.478	5.437	5.538	0.6771	5.149	4.875	0
TCGA-98-8020-01	TCGA-98-8020-01	4.167	0	3.925	5.046	3.81	5.097	5.341	5.667	0.2066	5.306	5.218	0
TCGA-AB-2991-03	TCGA-AB-2991-03	4.167	0	3.895	5.061	3.96	5.47	5.652	5.953	1.886	5.691	4.882	0.1719
TCGA-5M-AAT4-01	TCGA-5M-AAT4-01	4.165	0.4777	4.413	5.31	4.26	5.551	5.681	5.969	0.6853	5.854	5.96	0.1853
TCGA-05-4434-01	TCGA-05-4434-01	4.165	0.3863	4.152	5.148	3.992	5.42	5.551	5.845	1.225	5.688	5.45	0.0475
TCGA-AD-6901-01	TCGA-AD-6901-01	4.165	0	4.294	5.136	3.929	5.212	5.702	6.082	0.1991	5.879	5.86	0.0589
TCGA-VQ-A8E7-01	TCGA-VQ-A8E7-01	4.164	0.6323	4.135	5.19	4.218	5.834	5.656	5.849	0.3606	5.496	4.785	0.0566
TCGA-BT-A2LA-01	TCGA-BT-A2LA-01	4.164	0.1475	3.996	5.108	4.138	5.446	5.761	6.148	0.6248	6.033	6.123	0.0335
TCGA-E9-A1N4-11	TCGA-E9-A1N4-11	4.164	0.078	4.357	5.107	3.898	5.413	5.573	5.912	1.083	5.761	5.51	0.1013
TCGA-AZ-4615-01	TCGA-AZ-4615-01	4.164	0	4.309	5.638	4.57	5.733	5.78	6.19	0.6193	5.89	5.93	0
TCGA-VD-A8KO-01	TCGA-VD-A8KO-01	4.164	0	3.905	4.681	3.618	4.759	4.922	5.113	0	4.865	4.725	0.145
TCGA-77-8128-01	TCGA-77-8128-01	4.163	0	3.989	5.192	4.109	5.278	5.503	5.841	0.4024	5.522	5.628	0.0514
TCGA-VG-A8LO-01	TCGA-VG-A8LO-01	4.161	0.5587	4.286	5.248	4.349	5.967	5.845	6.049	0.6983	5.747	5.4	0.1417
TCGA-HU-A4H0-01	TCGA-HU-A4H0-01	4.161	0.3984	4.092	5.117	4.031	5.324	5.284	5.739	0.5478	5.527	4.485	0.1654
TCGA-WE-A8ZQ-06	TCGA-WE-A8ZQ-06	4.161	0.2245	4.073	5.005	4.071	5.125	5.449	5.833	0.4764	5.659	5.548	0.1509
TCGA-FA-A7DS-01	TCGA-FA-A7DS-01	4.161	0	3.929	4.921	3.915	5.335	5.678	5.969	0.5511	5.88	6.042	0.1042
TCGA-DH-A7UR-01	TCGA-DH-A7UR-01	4.16	0.7898	4.175	4.989	3.993	5.263	5.589	5.958	0.1543	5.848	5.65	0.3632
TCGA-B6-A3ZX-01	TCGA-B6-A3ZX-01	4.159	0.1528	4.341	5.355	4.244	5.495	5.66	6.007	0.4745	5.7	5.675	0.1019
TCGA-OL-A5RV-01	TCGA-OL-A5RV-01	4.159	0	4.113	5.263	4.153	5.312	5.488	5.788	0.6514	5.442	5.112	0
TCGA-EE-A29A-06	TCGA-EE-A29A-06	4.158	0.1021	4.312	5.342	4.175	5.274	5.504	5.757	0.227	5.644	5.259	0
TCGA-58-8391-01	TCGA-58-8391-01	4.158	0	4.186	5.302	4.133	5.622	5.822	6.099	0.6314	5.932	5.733	0.0959
TCGA-24-1563-01	TCGA-24-1563-01	4.157	0	4.392	5.24	4.106	5.595	5.441	5.742	0.8131	5.475	4.948	0
TCGA-B7-A5TN-01	TCGA-B7-A5TN-01	4.156	0.4502	4.415	5.428	4.049	5.273	5.22	5.576	0.2354	5.504	5.516	0
TCGA-34-5928-01	TCGA-34-5928-01	4.156	0.1884	4.543	5.534	4.368	5.872	5.988	6.306	0.5451	6.03	5.713	0
TCGA-CM-4747-01	TCGA-CM-4747-01	4.156	0.1072	4.204	5.471	4.392	5.486	5.565	5.964	0.4418	5.8	6.058	0.0478
TCGA-EA-A5FO-01	TCGA-EA-A5FO-01	4.155	0.2363	4.072	5.348	4.369	5.658	5.894	6.26	0.4271	5.952	6.157	0
TCGA-BH-A0BD-01	TCGA-BH-A0BD-01	4.155	0.1515	4.317	5.134	3.973	5.36	5.469	5.758	0.1187	5.577	5.342	0.0681
TCGA-55-7283-01	TCGA-55-7283-01	4.155	0	4.189	5.174	3.83	5.207	5.424	5.665	0.9965	5.474	5.692	0
TCGA-AB-3002-03	TCGA-AB-3002-03	4.153	0.3673	3.815	4.792	3.589	5.192	5.165	5.633	2.486	5.417	4.511	0.0885
TCGA-VD-A8KF-01	TCGA-VD-A8KF-01	4.153	0.1044	3.836	4.58	3.705	4.987	5.225	5.471	0.6071	5.226	4.851	0.1352
TCGA-OL-A6VR-01	TCGA-OL-A6VR-01	4.153	0	4.252	5.046	4.063	5.284	5.475	5.792	1.002	5.582	5.317	0.1071
TCGA-RS-A6TP-01	TCGA-RS-A6TP-01	4.153	0	4.057	4.833	3.811	4.873	5.243	5.568	0.6044	5.404	5.045	0
TCGA-DU-6402-01	TCGA-DU-6402-01	4.151	0.155	4.32	5.379	4.162	5.547	5.705	6.084	0.062	5.907	5.908	0.1997
TCGA-DX-AB2H-01	TCGA-DX-AB2H-01	4.151	0.129	3.922	4.813	3.776	5.216	5.504	5.796	0.3672	5.628	5.658	0.1132
TCGA-97-8179-01	TCGA-97-8179-01	4.151	0	4.354	4.898	4.146	5.451	5.728	6.016	0.4135	5.799	5.838	0
TCGA-BH-A18F-01	TCGA-BH-A18F-01	4.151	0	4.159	4.941	3.905	5.333	5.575	5.84	0.4987	5.587	5.231	0
TCGA-CN-4729-01	TCGA-CN-4729-01	4.15	0.3092	4.281	5.266	4.034	5.549	5.655	5.851	0.245	5.567	5.042	0.0733
TCGA-WP-A9GB-01	TCGA-WP-A9GB-01	4.15	0.2767	4.167	4.977	3.9	5.334	5.614	5.923	0.1495	5.697	5.726	0.1674
TCGA-DQ-7594-01	TCGA-DQ-7594-01	4.15	0.1632	4.464	5.353	4.245	5.583	5.723	6.049	0.5034	5.736	5.681	0.0372
TCGA-C8-A1HM-01	TCGA-C8-A1HM-01	4.15	0.12	4.491	5.459	4.16	5.664	5.918	6.288	0.6203	6.07	6.261	0
TCGA-G4-6317-02	TCGA-G4-6317-02	4.149	0.1345	4.283	5.491	4.492	5.817	5.959	6.265	0	6.097	6.591	0
TCGA-W5-AA30-01	TCGA-W5-AA30-01	4.149	0	4.298	5.076	3.972	5.389	5.503	5.95	0.9098	5.72	5.699	0
TCGA-38-4628-01	TCGA-38-4628-01	4.149	0	4.167	5.051	4.029	5.179	5.461	5.604	0.2079	5.458	5.23	0
TCGA-61-2088-01	TCGA-61-2088-01	4.148	1.204	4.261	5.274	4.229	4.619	5.25	5.795	1.366	5.757	5.275	0.6166
TCGA-AB-2928-03	TCGA-AB-2928-03	4.148	0.5712	4.284	5.349	4.365	5.982	5.844	6.064	1.824	5.966	5.142	0.1454
TCGA-BT-A20V-01	TCGA-BT-A20V-01	4.148	0	4.23	5.218	4.203	5.574	5.819	6.133	0.3438	6.15	6.169	0
TCGA-BR-4370-01	TCGA-BR-4370-01	4.147	0	4.175	4.868	3.44	4.979	4.941	5.506	0.9333	5.269	4.65	0
TCGA-E6-A2P8-01	TCGA-E6-A2P8-01	4.147	0	4.071	5.28	4.161	5.427	5.703	6.069	0.0981	5.764	6.166	0
TCGA-L5-A8NM-01	TCGA-L5-A8NM-01	4.146	0.7258	4.399	5.423	4.374	6.159	5.958	6.13	0.6989	5.86	5.091	0.1214
TCGA-95-7043-01	TCGA-95-7043-01	4.145	0	4.266	5.144	4.161	5.528	5.821	6.18	0.3851	6.086	6.482	0
TCGA-DU-6394-01	TCGA-DU-6394-01	4.144	0.0729	4.206	5.058	3.829	5.259	5.384	5.742	0.1114	5.364	4.966	0.2942
TCGA-F5-6812-01	TCGA-F5-6812-01	4.144	0	4.48	5.374	4.043	5.493	5.767	6.116	0.4897	5.947	6.337	0.0462
TCGA-D8-A1XB-01	TCGA-D8-A1XB-01	4.143	0	4.232	5.238	4.005	5.263	5.565	5.762	0.4725	5.564	5.296	0
TCGA-CV-5440-01	TCGA-CV-5440-01	4.143	0	3.874	5.281	4.248	5.63	5.541	5.701	0.3446	5.511	5.474	0
TCGA-V5-A7RC-06	TCGA-V5-A7RC-06	4.142	1.141	4.074	5.176	4.218	5.698	5.104	5.687	3.058	5.296	4.332	0.0552
TCGA-BF-AAP6-01	TCGA-BF-AAP6-01	4.142	0.0862	3.894	4.703	3.644	4.977	5.147	5.379	0.0672	5.247	4.891	0
TCGA-29-1694-01	TCGA-29-1694-01	4.141	0.5171	4.45	5.414	4.167	5.569	5.386	5.74	0.3749	5.454	4.875	0.1434
TCGA-R6-A8W5-01	TCGA-R6-A8W5-01	4.14	0.2368	4.306	5.35	4.298	5.889	5.705	5.833	0.5281	5.532	4.482	0.0872
TCGA-BK-A6W3-01	TCGA-BK-A6W3-01	4.139	0.3516	4.13	4.898	3.926	5.202	5.383	5.604	0.1741	5.36	5.381	0.0343
TCGA-14-0787-01	TCGA-14-0787-01	4.139	0.3388	4.576	5.558	4.378	6.094	6.072	6.544	0.3868	6.227	6.235	0.4293
TCGA-L9-A8F4-01	TCGA-L9-A8F4-01	4.139	0.1672	3.834	4.558	3.319	4.682	4.896	5.051	0.8924	4.964	4.923	0.0754
TCGA-3S-AAYX-01	TCGA-3S-AAYX-01	4.139	0.1571	3.894	4.649	3.637	5.15	5.312	5.632	0.3416	5.417	5.866	0.1047
TCGA-A6-6781-01	TCGA-A6-6781-01	4.139	0	4.091	5.013	3.896	5.146	5.599	5.955	0.168	5.695	5.41	0
TCGA-97-8171-01	TCGA-97-8171-01	4.138	0.4822	4.217	5.083	4.053	5.135	5.351	5.668	1.089	5.552	5.753	0
TCGA-55-6986-01	TCGA-55-6986-01	4.138	0.3104	4.221	5.281	4.173	5.483	5.749	5.942	0.456	5.831	5.846	0
TCGA-AX-A3FS-01	TCGA-AX-A3FS-01	4.137	0.0957	4.359	5.371	4.255	5.684	5.93	6.225	0	6.018	6.46	0
TCGA-CR-5249-01	TCGA-CR-5249-01	4.136	0.4891	4.366	5.549	4.358	5.582	5.788	6.037	0.1814	5.793	5.486	0
TCGA-BH-A1FU-11	TCGA-BH-A1FU-11	4.136	0.1395	4.393	5.288	3.964	5.192	5.371	5.732	0.704	5.507	5.035	0
TCGA-G4-6309-01	TCGA-G4-6309-01	4.136	0	4.348	5.404	4.261	5.288	5.619	5.898	0.4012	5.85	5.95	0
TCGA-KC-A7FD-01	TCGA-KC-A7FD-01	4.136	0	4.174	5.074	3.992	5.204	5.467	5.837	0.4927	5.765	5.754	0.0408
TCGA-85-8072-01	TCGA-85-8072-01	4.136	0	4.039	5.307	4.09	5.318	5.55	5.862	0.1254	5.525	5.383	0
TCGA-BH-A0BV-01	TCGA-BH-A0BV-01	4.135	0.0985	4.21	5.333	4.168	5.551	5.658	6.05	0.1498	5.689	5.468	0
TCGA-EI-7002-01	TCGA-EI-7002-01	4.135	0	4.319	5.029	3.843	5.055	5.359	5.707	0.2053	5.416	5.039	0
TCGA-AB-2944-03	TCGA-AB-2944-03	4.135	0	4.001	4.948	3.98	5.442	5.263	5.502	1.986	5.477	4.465	0.5032
TCGA-MQ-A4LP-01	TCGA-MQ-A4LP-01	4.133	0.2102	4.049	4.877	3.865	5.26	5.553	5.814	0.1654	5.689	6.272	0.0486
TCGA-AJ-A3NG-01	TCGA-AJ-A3NG-01	4.133	0.1672	4.402	5.377	4.209	5.379	5.613	5.975	0.6073	5.732	5.964	0.147
TCGA-DM-A1D6-01	TCGA-DM-A1D6-01	4.133	0.0677	4.294	5.462	4.269	5.682	5.8	6.057	0.4166	5.81	6.222	0.0299
TCGA-2G-AAEW-01	TCGA-2G-AAEW-01	4.132	0.5527	4.34	5.339	4.063	5.468	5.513	5.786	0.5379	5.627	5.654	0.0717
TCGA-A2-A0ET-01	TCGA-A2-A0ET-01	4.132	0.2812	4.685	5.58	4.215	6.029	6.031	6.214	0.1699	5.793	5.476	0
TCGA-C5-A1MI-01	TCGA-C5-A1MI-01	4.132	0.129	4.376	5.482	4.353	5.628	5.627	6.031	0.9301	5.752	5.56	0
TCGA-XF-AAN7-01	TCGA-XF-AAN7-01	4.132	0	4.332	5.466	4.36	5.883	6.143	6.461	0.1719	6.225	6.216	0
TCGA-E9-A249-01	TCGA-E9-A249-01	4.131	0.5714	4.392	5.144	3.988	5.643	5.859	6.098	0.1047	6.002	6.215	0.0599
TCGA-WE-A8ZM-06	TCGA-WE-A8ZM-06	4.131	0	4.172	4.996	3.898	5.333	5.353	5.532	0.5951	5.291	5.099	0
TCGA-EJ-7788-01	TCGA-EJ-7788-01	4.13	0.1623	4.342	5.323	4.149	5.354	5.443	5.708	0.065	5.51	5.354	0
TCGA-O2-A52S-01	TCGA-O2-A52S-01	4.13	0.1006	4.028	5.168	4.056	5.237	5.442	5.738	0.5882	5.405	5.172	0.0448
TCGA-43-5668-01	TCGA-43-5668-01	4.13	0	4.392	5.375	4.218	5.599	5.715	6.092	0.5787	5.829	5.472	0.0284
TCGA-BH-A0C1-01	TCGA-BH-A0C1-01	4.129	0	4.363	5.343	4.061	5.603	5.722	5.968	0.1944	5.69	5.438	0.0386
TCGA-EB-A42Z-01	TCGA-EB-A42Z-01	4.129	0	4.27	5.334	4.187	5.38	5.612	5.881	0.5408	5.731	5.733	0.0365
TCGA-E1-A7YS-01	TCGA-E1-A7YS-01	4.128	0.4392	4.307	4.979	3.828	5.123	5.206	5.514	0.3512	5.237	4.787	0.0441
TCGA-HW-8322-01	TCGA-HW-8322-01	4.128	0.2905	4.349	5.242	4.113	5.388	5.476	5.663	0.282	5.404	5.234	0.3142
TCGA-FF-A7CR-01	TCGA-FF-A7CR-01	4.128	0	4.17	4.924	3.85	5.295	5.469	5.731	0.6444	5.55	5.299	0
TCGA-BH-A0DZ-11	TCGA-BH-A0DZ-11	4.128	0	4.064	4.953	3.965	5.334	5.659	6.027	0.2401	5.87	5.703	0
TCGA-A8-A0AB-01	TCGA-A8-A0AB-01	4.127	0.3211	4.493	5.247	4.148	5.601	5.679	5.949	0.5869	5.752	5.523	0.0615
TCGA-DC-4749-01	TCGA-DC-4749-01	4.127	0.1129	4.309	5.332	4.244	5.548	5.74	6.113	0.6482	5.863	5.992	0
TCGA-EJ-7314-01	TCGA-EJ-7314-01	4.127	0	4.299	5.303	4.103	5.322	5.554	5.861	0.0668	5.588	5.567	0.075
TCGA-77-8139-01	TCGA-77-8139-01	4.127	0	3.913	4.778	3.942	5.303	5.398	5.711	0.3007	5.485	5.386	0.1204
TCGA-D5-6538-01	TCGA-D5-6538-01	4.126	0.2104	4.197	5.099	3.959	5.315	5.504	5.71	0	5.562	5.449	0
TCGA-NH-A8F7-01	TCGA-NH-A8F7-01	4.126	0	4.436	5.321	4.227	5.55	5.577	6.014	0.1762	5.76	5.381	0
TCGA-A2-A0YM-01	TCGA-A2-A0YM-01	4.125	0.3516	4.187	5.088	3.828	5.149	5.482	5.272	0.5134	4.887	5.039	0
TCGA-A7-A4SD-01	TCGA-A7-A4SD-01	4.125	0.2132	4.121	5.402	4.29	5.327	5.681	5.89	0.9904	5.648	5.385	0.0493
TCGA-MQ-A4LV-01	TCGA-MQ-A4LV-01	4.125	0.0915	4.311	5.092	4.088	5.34	5.66	5.984	0	5.797	5.85	0
TCGA-B6-A0RM-01	TCGA-B6-A0RM-01	4.124	0.4749	4.315	5.382	4.256	5.784	5.966	6.242	0.2646	6.06	6.071	0
TCGA-D8-A27P-01	TCGA-D8-A27P-01	4.124	0.1037	4.304	5.084	4.003	5.171	5.445	5.798	0.2996	5.608	5.158	0.0462
TCGA-77-7337-01	TCGA-77-7337-01	4.124	0	4.139	5.117	4.008	5.309	5.386	5.596	0.1185	5.451	5.325	0
TCGA-D8-A1JL-01	TCGA-D8-A1JL-01	4.123	0	4.367	5.456	4.2	5.603	5.695	5.981	0.2349	5.702	5.644	0
TCGA-AJ-A3BF-01	TCGA-AJ-A3BF-01	4.123	0	4.056	5.266	4.254	5.3	5.595	6.063	0.1885	5.831	5.864	0
TCGA-AA-3492-01	TCGA-AA-3492-01	4.122	0	4.165	5.271	4.086	5.391	5.571	5.977	0.3529	5.676	5.46	0.1085
TCGA-EA-A3HS-01	TCGA-EA-A3HS-01	4.121	0.0746	4.142	5.206	4.119	5.275	5.516	5.788	0.114	5.623	5.752	0.0654
TCGA-EE-A17Y-06	TCGA-EE-A17Y-06	4.12	0.0875	4.393	5.557	4.317	5.511	5.772	6.082	0.5697	5.865	5.614	0
TCGA-EE-A2GL-06	TCGA-EE-A2GL-06	4.119	0.5699	4.363	5.424	4.35	5.691	5.832	6.024	0.3694	5.745	5.655	0.1296
TCGA-BH-A1F8-11	TCGA-BH-A1F8-11	4.119	0	3.966	4.832	3.804	4.883	5.227	5.651	0.5732	5.263	5.174	0
TCGA-VD-A8KA-01	TCGA-VD-A8KA-01	4.119	0	3.959	4.837	3.725	5.079	5.195	5.293	0.1414	5.088	5.23	0.0814
TCGA-A4-7734-01	TCGA-A4-7734-01	4.118	0.1444	4.064	4.903	3.857	5.007	5.228	5.491	0.1131	5.197	4.724	0.0328
TCGA-CN-5367-01	TCGA-CN-5367-01	4.118	0.0815	4.307	5.383	4.229	5.768	5.907	6.116	0.2928	5.873	5.811	0.0361
TCGA-06-0210-02	TCGA-06-0210-02	4.116	0.3836	4.637	5.213	4.037	5.574	5.548	5.877	0.3728	5.501	5.128	0.0928
TCGA-G4-6294-01	TCGA-G4-6294-01	4.116	0	4.317	5.448	4.259	5.678	5.885	6.247	0.9525	6.09	6.317	0
TCGA-J4-AATZ-01	TCGA-J4-AATZ-01	4.116	0	4.048	4.742	3.658	4.865	5.1	5.283	0.1761	5.001	4.656	0
TCGA-C5-A7UH-01	TCGA-C5-A7UH-01	4.115	0.1024	4.171	4.95	3.824	5.067	5.294	5.604	0.6507	5.412	5.351	0.0898
TCGA-24-1545-01	TCGA-24-1545-01	4.115	0.0917	4.193	5.049	3.841	5.348	5.252	5.598	0.1396	5.284	4.705	0.0407
TCGA-VN-A88K-01	TCGA-VN-A88K-01	4.113	0.2932	4.056	5.11	3.905	5.373	5.466	5.753	0.1588	5.505	5.551	0
TCGA-CD-5799-01	TCGA-CD-5799-01	4.113	0	4.302	5.261	3.877	5.014	5.16	5.299	0.3702	5.193	5.131	0
TCGA-D3-A8GK-06	TCGA-D3-A8GK-06	4.113	0	4.04	4.744	3.75	4.741	4.968	5.312	0.4024	5.102	4.799	0
TCGA-24-2026-01	TCGA-24-2026-01	4.112	0.2751	3.897	4.902	3.636	5.163	5.021	5.38	2.075	4.674	4.31	0.2429
TCGA-46-6025-01	TCGA-46-6025-01	4.112	0.0535	4.21	5.177	4.205	5.713	5.77	6.043	0.082	5.822	5.454	0.0468
TCGA-CV-6938-11	TCGA-CV-6938-11	4.112	0	4.228	5.2	4.017	5.303	5.447	5.709	1.075	5.509	5.245	0
TCGA-2G-AAGY-01	TCGA-2G-AAGY-01	4.112	0	4.201	5.037	3.914	5.306	5.324	5.672	0.4185	5.479	5.188	0.3343
TCGA-3U-A98H-01	TCGA-3U-A98H-01	4.111	0.21	3.913	4.852	3.831	4.985	5.272	5.532	0.2413	5.308	5.191	0
TCGA-E9-A1RA-01	TCGA-E9-A1RA-01	4.111	0.1174	4.385	5.168	3.994	5.315	5.648	5.843	0.178	5.745	5.465	0
TCGA-DM-A28F-01	TCGA-DM-A28F-01	4.111	0	4.126	5.049	4.062	5.125	5.522	6.016	0.3203	5.823	5.749	0
TCGA-A6-6138-01	TCGA-A6-6138-01	4.11	0	4.175	5.196	4.027	5.206	5.393	5.756	0.4005	5.453	5.345	0
TCGA-XQ-A8TA-01	TCGA-XQ-A8TA-01	4.11	0	0.2819	0.3406	3.529	4.825	5.102	5.38	0.417	5.147	5.074	0.1711
TCGA-AG-4022-01	TCGA-AG-4022-01	4.109	0.3956	4.378	5.237	4.131	5.359	5.477	5.791	0.2428	5.739	5.678	0
TCGA-V4-A9EX-01	TCGA-V4-A9EX-01	4.109	0	4.057	4.758	3.711	5.016	5.256	5.535	0.4123	5.337	5.264	0.0379
TCGA-EO-A3AS-01	TCGA-EO-A3AS-01	4.109	0	4.009	5.062	3.907	5.339	5.502	5.803	0.2112	5.559	5.836	0.1805
TCGA-LP-A7HU-01	TCGA-LP-A7HU-01	4.108	0.4137	3.975	4.83	3.944	5.389	5.794	6.063	0.2545	5.786	6.561	0.1009
TCGA-CQ-5332-01	TCGA-CQ-5332-01	4.108	0.1201	4.214	5.256	4.22	5.254	5.519	5.779	0.8535	5.559	5.066	0.0537
